municipality_code,municipality_name,reference_year,reference_date,source,accessibility_coverage_status,criterion__reachable_service_fraction,criterion__services_within_120_fraction,criterion__nearest_reachable_service_time_min,criterion__median_reachable_service_time_min,diagnostic__health_specialized_unit_count,diagnostic__creas_unit_count,diagnostic__specialized_security_unit_count,diagnostic__specialized_justice_unit_count,diagnostic__health_specialized_present,criterion__health_specialized_absence,diagnostic__creas_present,criterion__creas_absence,diagnostic__specialized_security_present,criterion__specialized_security_absence,diagnostic__specialized_justice_present,criterion__specialized_justice_absence,diagnostic__institutional_pillars_present,diagnostic__institutional_pillar_deficit_fraction,institutional_reference_window,institutional_source_role,diagnostic__census_sector_count,diagnostic__female_population_observed,diagnostic__female_rural_observed,diagnostic__female_urban_observed,diagnostic__female_population_unavailable_sector_count,diagnostic__female_age_covered,diagnostic__female_15_29,diagnostic__female_30_59,diagnostic__female_60_plus,diagnostic__age_complete_sector_count,criterion__rural_female_share,diagnostic__age_female_coverage_fraction,diagnostic__female_15_29_share_age_covered,diagnostic__female_30_59_share_age_covered,diagnostic__female_60_plus_share_age_covered
1503309,Igarapé-Miri,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6473046118201611,0.1390984081331016,6.606133510512762,208.7304354143997,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,114,31557.0,16776.0,14781.0,0,30105.0,8153.0,11106.0,3077.0,96,0.5316094685806636,0.9539880216750641,0.2708188008636439,0.36890881913303436,0.1022089353927919
1503408,Inhangapi,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.2844032575119348,22.982848394193343,132.19381701880792,0,0,0,0,0,1,0,1,0,1,0,1,0,1.0,2026-08-19/2026-08-20,non_transport_response_system_presence,30,5096.0,3181.0,1915.0,0,4299.0,1100.0,1579.0,558.0,19,0.6242150706436421,0.8436028257456829,0.2558734589439404,0.36729471970225636,0.1297976273551989
1503457,Ipixuna do Pará,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.1096233342005607,13.768204331211482,198.35763586153843,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,86,14691.0,6838.0,7853.0,1,12221.0,3331.0,4335.0,1021.0,52,0.465455040500987,0.831869852290518,0.2725636199983635,0.35471728991080925,0.08354471810817446
1503507,Irituia,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333332,0.2325707205556428,10.73354999646376,143.4090796984765,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,95,15041.0,10445.0,4596.0,1,13457.0,3325.0,5064.0,1777.0,58,0.6944352104248388,0.8946878532012499,0.24708330237051349,0.3763097272794828,0.13205023407891803
1503606,Itaituba,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.1063473670657911,0.0756397730973424,9.514977624351292,67.48913219020355,26,1,1,0,1,0,1,0,1,0,0,1,3,0.25,2026-08-19/2026-08-20,non_transport_response_system_presence,260,61001.0,7161.0,53840.0,14,56712.0,16002.0,21126.0,5121.0,166,0.11739151817183324,0.9296896772184062,0.28216250528988573,0.37251375370292,0.0902983495556496
1503705,Itupiranga,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.0393636490057015,39.2364249257748,441.10873402873096,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,124,23706.0,9327.0,14379.0,0,19839.0,5216.0,7339.0,2005.0,80,0.39344469754492534,0.8368767400658061,0.2629164776450426,0.36992791975401984,0.10106356167145522
1503754,Jacareacanga,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.1006571630775452,0.0040262865231018,3.36148341949321,298.5762554353355,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,203,11099.0,6263.0,4836.0,47,6796.0,1981.0,2121.0,339.0,19,0.5642850707270926,0.6123074150824399,0.2914949970570924,0.31209535020600354,0.04988228369629193
1503804,Jacundá,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.63995631995632,0.0414761428094761,3.372148736838751,336.17080609865667,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,98,19203.0,1806.0,17397.0,0,17963.0,4278.0,7096.0,2178.0,77,0.09404780503046399,0.9354267562360048,0.23815620998719592,0.3950342370428102,0.12124923453766075
1503903,Juruti,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.1102467477551426,0.0120685023505708,21.226475096328056,340.0767971207512,2,1,0,0,1,0,1,0,0,1,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,80,24727.0,9794.0,14933.0,0,23478.0,6578.0,7541.0,1964.0,61,0.3960852509402677,0.9494884134751487,0.28017718715393136,0.3211943095664026,0.08365278132719993
1504000,Limoeiro do Ajuru,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6066880244088483,0.0123813882532418,0.745750491933174,604.4292872872104,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,44,14278.0,9879.0,4399.0,0,14017.0,4237.0,4676.0,1064.0,40,0.6919036279590979,0.9817201288695896,0.3022758079474923,0.33359492045373473,0.07590782621102947
1504059,Mãe do Rio,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.1893433962264151,3.843397491123687,150.10919759865894,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,48,17466.0,3197.0,14269.0,0,17466.0,4755.0,6700.0,1877.0,48,0.1830413374556281,1.0,0.2722432153899004,0.3836024275735715,0.10746593381426772
1504109,Magalhães Barata,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333332,0.1771912071577623,6.556896684083869,158.13102528044766,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,26,3960.0,2018.0,1942.0,3,3732.0,813.0,1398.0,613.0,16,0.5095959595959596,0.9424242424242424,0.21784565916398713,0.3745980707395498,0.1642550911039657
1504208,Marabá,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.073027276893865,10.081401055997691,386.2594955089782,0,2,1,1,0,1,1,0,1,0,1,0,3,0.25,2026-08-19/2026-08-20,non_transport_response_system_presence,525,133695.0,12223.0,121472.0,6,125252.0,33553.0,50065.0,11161.0,408,0.09142451101387486,0.9368487976364113,0.2678839459649347,0.399714176220739,0.08910835755117683
1504307,Maracanã,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6265436259562404,0.1827999786016155,11.925753259649936,155.80622180320475,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,86,12679.0,7161.0,5518.0,0,11126.0,2768.0,4083.0,1685.0,55,0.5647921760391198,0.8775139995267766,0.2487866259212655,0.3669782491461442,0.15144706093834262
1504406,Marapanim,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6461182244985061,0.1603122777066439,13.095609683315567,171.31252239587312,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,95,12921.0,5331.0,7590.0,3,11402.0,2546.0,4544.0,1742.0,55,0.4125841653122823,0.882439439671852,0.2232941589194878,0.3985265742852131,0.1527802139975443
1504422,Marituba,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.2796316891625718,3.761146425199406,138.1774057728065,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,246,57061.0,152.0,56909.0,13,53247.0,13443.0,23146.0,5432.0,168,0.0026638159163001,0.9331592506265225,0.25246492760155503,0.43469115630927563,0.10201513700302364
1504455,Medicilândia,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.1111111111111111,0.0386921238396976,9.860794000763184,190.6791892062156,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,63,12769.0,7394.0,5375.0,0,11434.0,2916.0,4318.0,1068.0,47,0.5790586576865847,0.8954499177695983,0.2550288612908868,0.3776456183312926,0.0934056323246458
1504505,Melgaço,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.0044444444444444,0.0044444444444444,1.4068548218110797,1.4068548218110797,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,32,13313.0,8498.0,4815.0,0,11692.0,3624.0,2945.0,600.0,23,0.6383234432509577,0.8782393149553068,0.30995552514539854,0.25188162846390694,0.05131713992473486
1504604,Mocajuba,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.0429755820556502,6.771664681972482,276.23261773514747,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,67,13343.0,3455.0,9888.0,8,11914.0,3489.0,4169.0,1267.0,30,0.2589372704789028,0.8929026455819531,0.2928487493704885,0.3499244586201108,0.10634547591069331
1504703,Moju,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6519712763493166,0.1279864103158057,20.072258218511884,202.85439741019505,1,1,0,0,1,0,1,0,0,1,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,221,40181.0,23444.0,16737.0,10,34704.0,9864.0,12315.0,2703.0,129,0.5834598442049725,0.8636917946293025,0.2842323651452282,0.3548582295988935,0.07788727524204703
1504752,Mojuí dos Campos,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.1082961663132753,0.0337135336696644,13.660781775773309,223.4785225639473,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,47,11270.0,6984.0,4286.0,0,10716.0,2691.0,4111.0,1235.0,37,0.619698314108252,0.9508429458740018,0.2511198208286674,0.38363195222097796,0.11524822695035461
1504802,Monte Alegre,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.0266666666666666,0.0120352377250939,20.64952088081192,175.91408576469104,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,117,29651.0,12856.0,16795.0,1,28951.0,7586.0,10585.0,3524.0,97,0.43357728238507975,0.9763920272503457,0.2620289454595696,0.36561776795274775,0.12172291112569514
1504901,Muaná,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.0043389801560615,0.0043389801560615,6.871150613308601,6.871150613308601,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,80,22371.0,12618.0,9753.0,0,21107.0,6020.0,7380.0,1762.0,52,0.5640337937508382,0.943498279021948,0.2852134363007533,0.34964703652816603,0.08347941441228028
1504950,Nova Esperança do Piriá,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.0824636633742873,9.717735721657409,233.7185127599494,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,41,9961.0,3522.0,6439.0,1,9061.0,2566.0,3159.0,618.0,29,0.35357895793595023,0.9096476257403875,0.2831917006952875,0.3486370157819225,0.06820439245116433
1504976,Nova Ipixuna,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333334,0.0602804262478968,8.39056370241432,373.2565542255188,1,1,0,0,1,0,1,0,0,1,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,33,6661.0,3109.0,3552.0,0,6313.0,1512.0,2461.0,750.0,26,0.46674673472451583,0.9477555922534154,0.23950578172025977,0.3898305084745763,0.1188024710913987
1505007,Nova Timboteua,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.3112185838231178,6.416619432347354,122.63145070003358,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,33,6303.0,1694.0,4609.0,0,5930.0,1279.0,2510.0,990.0,27,0.268760907504363,0.9408218308741869,0.21568296795952782,0.42327150084317033,0.16694772344013492
1505031,Novo Progresso,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.1111111111111111,0.0044260789715335,10.8266244407294,528.0737388327718,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,69,16140.0,2917.0,13223.0,2,15105.0,4107.0,5858.0,1060.0,45,0.18073110285006197,0.9358736059479554,0.271896722939424,0.3878186031115525,0.07017543859649122
1505064,Novo Repartimento,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.0239399082661494,37.24147123270933,412.3290587572512,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,162,29399.0,12761.0,16638.0,4,25780.0,6972.0,9499.0,2268.0,92,0.4340623830742542,0.8769005748494847,0.2704422032583398,0.36846392552366175,0.08797517455391776
1505106,Óbidos,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.0265286522249493,0.0126150416770414,11.951040166309856,121.66833846161816,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,157,25372.0,9277.0,16095.0,21,23447.0,6012.0,8268.0,2724.0,79,0.3656392874034369,0.9241289610594356,0.25640806926259224,0.3526250693052416,0.11617690962596494
1505205,Oeiras do Pará,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.1975214851515429,0.0065726723144834,18.78187307993408,148.72295061242696,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,78,16181.0,8407.0,7774.0,3,14331.0,4146.0,4581.0,1085.0,42,0.519559977751684,0.8856683764909462,0.28930290977601003,0.319656688298095,0.07570999930221199
1505304,Oriximiná,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.0250867310091261,0.0085448536975028,7.998803392011061,156.84250566220513,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,208,33637.0,9403.0,24234.0,32,29789.0,8035.0,10255.0,2989.0,82,0.2795433599904867,0.8856021642833785,0.26973043740978214,0.3442545906206989,0.10033905132767129
1505403,Ourém,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333334,0.2302617854849069,6.605489151412946,145.82698473405776,1,1,0,0,1,0,1,0,0,1,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,51,8803.0,3342.0,5461.0,2,8033.0,1994.0,3128.0,1031.0,33,0.37964330341928887,0.9125298193797569,0.24822606747167933,0.38939375077804056,0.12834557450516618
1505437,Ourilândia do Norte,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333334,0.0352336819806699,5.929247983415351,640.9564446256985,1,1,0,0,1,0,1,0,0,1,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,72,15916.0,2304.0,13612.0,1,13569.0,3529.0,5354.0,1149.0,43,0.14475998994722292,0.8525383262126163,0.26007811924239077,0.39457587147173706,0.0846783108556268
1505486,Pacajá,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333334,0.0175487473920341,15.553441133639334,464.6655315684032,1,1,0,0,1,0,1,0,0,1,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,96,19463.0,9887.0,9576.0,2,16621.0,4456.0,5956.0,1404.0,65,0.507989518573704,0.8539793454246519,0.2680945791468624,0.35834185668732327,0.08447145177787137
1505494,Palestina do Pará,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.0383530205872426,19.091877641846104,458.7822085470132,0,0,0,0,0,1,0,1,0,1,0,1,0,1.0,2026-08-19/2026-08-20,non_transport_response_system_presence,17,3347.0,1010.0,2337.0,0,3225.0,745.0,1195.0,424.0,15,0.30176277263220797,0.9635494472662085,0.2310077519379845,0.3705426356589147,0.13147286821705426
1505502,Paragominas,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333334,0.0682583108340654,8.315196763031532,231.87458792880503,0,1,1,0,0,1,1,0,1,0,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,230,53024.0,4122.0,48902.0,19,46942.0,12742.0,18745.0,3999.0,146,0.0777383826191913,0.885297223898612,0.27144135315921775,0.3993225682757445,0.0851902347577862
1505536,Parauapebas,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.0426935264065951,6.076046492871875,489.1698990247184,1,1,1,0,1,0,1,0,1,0,0,1,3,0.25,2026-08-19/2026-08-20,non_transport_response_system_presence,461,133902.0,4388.0,129514.0,3,115284.0,32135.0,47198.0,6602.0,336,0.03277023494794701,0.8609580140699915,0.27874640019430275,0.40940633565802714,0.05726727039311613
1505551,Pau D'Arco,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333334,0.0429323116219668,20.8348106677318,596.713663891341,0,0,0,0,0,1,0,1,0,1,0,1,0,1.0,2026-08-19/2026-08-20,non_transport_response_system_presence,21,3360.0,1232.0,2128.0,1,2761.0,636.0,1082.0,333.0,11,0.36666666666666664,0.8217261904761904,0.2303513219847881,0.3918869974646867,0.1206084751901485
1505601,Peixe-Boi,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333332,0.2700489994798938,7.780843336882679,131.9932264544469,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,23,4083.0,1568.0,2515.0,0,3796.0,842.0,1552.0,584.0,16,0.3840313494979182,0.9297085476365418,0.22181243414120128,0.4088514225500527,0.15384615384615385
1505635,Piçarra,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.0307553745191219,43.1557914940835,503.63325343678207,0,0,0,0,0,1,0,1,0,1,0,1,0,1.0,2026-08-19/2026-08-20,non_transport_response_system_presence,40,6098.0,3445.0,2653.0,0,5271.0,1326.0,2066.0,501.0,25,0.5649393243686455,0.8643817645129551,0.25156516789982925,0.3919559855814836,0.09504837791690382
1505650,Placas,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.1111111111111111,0.0257935393258427,11.350227716037992,190.14391051697683,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,51,8811.0,4821.0,3990.0,1,8254.0,2151.0,3071.0,742.0,35,0.5471569628873,0.9367835659970492,0.26060092076568936,0.3720620305306518,0.0898958080930458
1505700,Ponta de Pedras,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.0044444444444444,0.0044444444444444,3.3952110944624967,3.3952110944624967,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,63,12102.0,5524.0,6578.0,5,11344.0,3061.0,4172.0,1166.0,40,0.4564534787638407,0.9373657246736077,0.2698342736248237,0.367771509167842,0.10278561354019747
1505809,Portel,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.0088954420155138,0.0043407340926412,5.257288318972248,7.624830485636777,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,91,29872.0,14733.0,15139.0,3,28250.0,8883.0,7957.0,1825.0,56,0.49320433851098017,0.9457016604177826,0.3144424778761062,0.2816637168141593,0.06460176991150443
1505908,Porto de Moz,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.0041153039832285,0.0040914046121593,1.79327249383579,1.885219256711701,1,1,0,0,1,0,1,0,0,1,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,61,19474.0,9572.0,9902.0,1,18438.0,5602.0,5874.0,1068.0,43,0.4915271644243607,0.9468008626887131,0.303829048703764,0.31858119101854865,0.05792385291246339
1506005,Prainha,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.0168320371860194,0.005255028157683,16.618259037766755,236.16815978283364,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,85,17090.0,7921.0,9169.0,2,15431.0,4462.0,4999.0,1211.0,54,0.46348741954359274,0.9029256875365711,0.2891581880629901,0.323958265828527,0.07847838766120148
1506104,Primavera,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.1815392091893086,4.519260792221869,154.92993916982107,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,22,5369.0,1766.0,3603.0,0,5188.0,1248.0,2003.0,758.0,17,0.32892531197615943,0.9662879493387968,0.2405551272166538,0.38608326908249807,0.14610639938319198
1506112,Quatipuru,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.1562776309348996,6.295668518687611,173.66075627252863,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,24,5675.0,876.0,4799.0,1,5604.0,1285.0,2200.0,813.0,21,0.15436123348017622,0.987488986784141,0.22930049964311205,0.39257673090649536,0.14507494646680943
1506138,Redenção,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6478320006918729,0.0395413721620764,2.6577889975294573,610.9227653431541,1,1,1,0,1,0,1,0,1,0,0,1,3,0.25,2026-08-19/2026-08-20,non_transport_response_system_presence,174,43364.0,1835.0,41529.0,3,40484.0,10525.0,16238.0,4120.0,132,0.04231620699197491,0.9335854625957015,0.25997925106214803,0.4010967295721767,0.10176859994071732
1506161,Rio Maria,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333334,0.0463963606548705,9.599001503095286,551.964077014806,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,37,9059.0,2008.0,7051.0,1,8679.0,2116.0,3536.0,1057.0,30,0.2216580196489679,0.9580527652058726,0.2438068901947229,0.4074202097015785,0.1217882244498214
1506187,Rondon do Pará,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333332,0.0372512383722964,11.314770419478672,354.8238971316298,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,74,25787.0,8363.0,17424.0,0,22660.0,5837.0,9496.0,2588.0,59,0.3243106991895141,0.8787373482762633,0.25759046778464256,0.41906443071491617,0.11421006178287732
1506195,Rurópolis,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.1111111111111111,0.0367231688557567,18.020610497498406,182.45423823230828,2,1,0,0,1,0,1,0,0,1,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,68,17398.0,6553.0,10845.0,0,16737.0,4471.0,5792.0,1580.0,51,0.3766524887918152,0.9620071272560065,0.2671327000059748,0.34605962836828585,0.09440162514190117
1506203,Salinópolis,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333334,0.1539472538597823,5.758914197897016,179.50574967204102,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,77,22189.0,1688.0,20501.0,1,21484.0,5471.0,8667.0,2479.0,61,0.0760737302266889,0.9682275001126684,0.25465462669893874,0.40341649599702106,0.1153881958666915
1506302,Salvaterra,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.0043405642122415,0.0043405642122415,8.497730021880582,8.497730021880582,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,81,12062.0,3027.0,9035.0,4,11178.0,2811.0,4357.0,1301.0,40,0.25095340739512517,0.9267119880616813,0.2514761137949544,0.38978350331007333,0.11638933619609948
1506351,Santa Bárbara do Pará,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.2698984653284064,4.904498876672715,144.5357558814042,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,48,10602.0,3540.0,7062.0,0,10143.0,2427.0,4179.0,1178.0,41,0.33389926428975664,0.9567062818336163,0.23927832002366164,0.41200828157349895,0.11613920930691117
1506401,Santa Cruz do Arari,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.0,425.60127353856944,574.9567353758415,0,0,0,0,0,1,0,1,0,1,0,1,0,1.0,2026-08-19/2026-08-20,non_transport_response_system_presence,13,3553.0,502.0,3051.0,1,3369.0,925.0,1309.0,324.0,10,0.14128905150576976,0.9482127779341402,0.27456218462451765,0.38854259424161475,0.09617097061442564
1506500,Santa Izabel do Pará,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333332,0.3101098229161299,4.835476876283298,122.61648015750812,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,124,33372.0,6515.0,26857.0,3,30983.0,7851.0,12854.0,3520.0,95,0.19522354069279635,0.9284130408725878,0.25339702417454735,0.4148726721105122,0.11361068973307943
1506559,Santa Luzia do Pará,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333334,0.1883913988162133,7.596484484526626,154.4588019975163,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,73,10113.0,4533.0,5580.0,5,9177.0,2381.0,3506.0,1124.0,36,0.4482349451201424,0.9074458617620884,0.2594529802767789,0.38204206167592897,0.12248011332679525
