municipality_code,municipality_name,criterion__rural_female_share,diagnostic__age_female_coverage_fraction,diagnostic__female_15_29_share_age_covered,diagnostic__female_30_59_share_age_covered,diagnostic__female_60_plus_share_age_covered,socio__race_share_branca,socio__race_share_preta,socio__race_share_parda,socio__race_share_amarela,socio__race_share_indigena,diagnostic__race_ignored_share,socio__female_literacy_rate_15plus,socio__household_per_capita_income_mean_brl
1505494,Palestina do Pará,0.3017627726322079,0.9635494472662084,0.2310077519379845,0.3705426356589147,0.1314728682170542,0.1818445896877269,0.1270878721859114,0.6896151053013798,0.0007262164124909,0.0007262164124909,0.0,0.8234999999999999,856.12
1505502,Paragominas,0.0777383826191913,0.885297223898612,0.2714413531592177,0.3993225682757445,0.0851902347577862,0.2028422548555187,0.1013927048792041,0.6804737091425864,0.0015821885362387,0.0125817148270961,0.0011274277593557,0.9265,992.06
1505536,Parauapebas,0.032770234947947,0.8609580140699915,0.2787464001943027,0.4094063356580271,0.0572672703931161,0.2117228453232575,0.0998148120491644,0.6797779238041189,0.001310503442405,0.0073365791006436,3.73362804104004e-05,0.9463,1321.92
1505551,Pau D'Arco,0.3666666666666666,0.8217261904761904,0.2303513219847881,0.3918869974646867,0.1206084751901485,0.1796277593420862,0.0877218294618381,0.6654162458519695,0.0008656759486365,0.0663684893954696,0.0,0.8562000000000001,882.09
1505601,Peixe-Boi,0.3840313494979182,0.9297085476365418,0.2218124341412012,0.4088514225500527,0.1538461538461538,0.1926372963186481,0.0554013277006638,0.7503922751961376,0.0012070006035003,0.00036210018105,0.0,0.8647,756.62
1505635,Piçarra,0.5649393243686455,0.8643817645129551,0.2515651678998292,0.3919559855814836,0.0950483779169038,0.1673940149625935,0.1309226932668329,0.69856608478803,0.0019482543640897,0.0003896508728179,0.0007793017456359,0.9027,864.32
1505650,Placas,0.5471569628873,0.9367835659970492,0.2606009207656893,0.3720620305306518,0.0898958080930458,0.2281979858581529,0.1243304049710734,0.6440432826226699,0.0023034068995071,0.0011249196485965,0.0,0.898,793.04
1505700,Ponta de Pedras,0.4564534787638407,0.9373657246736076,0.2698342736248237,0.367771509167842,0.1027856135401974,0.1630243355747678,0.0872158181235991,0.7484390009606148,0.0004402817803394,0.0008805635606788,0.0,0.9055,574.17
1505809,Portel,0.4932043385109801,0.9457016604177826,0.3144424778761062,0.2816637168141593,0.0646017699115044,0.1356894869046285,0.0671967745548213,0.7964577700270387,0.000223989248516,0.0004159800329584,1.5999232036862232e-05,0.7942,508.31
1505908,Porto de Moz,0.4915271644243607,0.9468008626887132,0.303829048703764,0.3185811910185486,0.0579238529124633,0.1145404832869423,0.0551518585117126,0.827745892553637,0.0002709559819691,0.0022908096657388,0.0,0.8809,484.97
