municipality_code,municipality_name,female_race_branca_count,female_race_preta_count,female_race_parda_count,female_race_amarela_count,female_race_indigena_count,diagnostic__female_declared_race_total,socio__female_race_share_branca,socio__female_race_share_preta,socio__female_race_share_parda,socio__female_race_share_amarela,socio__female_race_share_indigena,diagnostic__female_race_declared_share_sum,diagnostic__female_race_residual_share
1508035,Tracuateua - PA,4.47,1.54,42.54,0.01,0.03,48.589999999999996,0.09199423749742745,0.03169376414900186,0.8754887837003499,0.00020580366330520686,0.0006174109899156205,1.0,0.0
1508050,Trairão - PA,9.4,3.53,33.25,0.03,1.17,47.38,0.19839594765723934,0.07450401013085689,0.701772899957788,0.0006331785563528915,0.024693963697762767,1.0,0.0
1508084,Tucumã - PA,13.93,3.65,32.33,0.09,0.04,50.04,0.27837729816147083,0.07294164668265388,0.6460831334932055,0.0017985611510791366,0.0007993605115907274,1.0,0.0
1508100,Tucuruí - PA,11.81,5.3,32.94,0.05,0.43,50.529999999999994,0.23372254106471407,0.10488818523649318,0.6518899663566199,0.0009895111814763509,0.008509796160696617,1.0000000000000002,-2.220446049250313e-16
1508126,Ulianópolis - PA,11.37,4.12,34.34,0.08,0.05,49.959999999999994,0.22758206565252204,0.0824659727782226,0.6873498799039233,0.0016012810248198562,0.00100080064051241,1.0000000000000002,-2.220446049250313e-16
1508159,Uruará - PA,10.62,4.29,32.58,0.02,0.12,47.629999999999995,0.22296871719504516,0.09006928406466513,0.6840226747847995,0.00041990342221289107,0.0025194205332773464,1.0,0.0
1508209,Vigia - PA,10.98,3.06,35.37,0.02,0.03,49.46,0.22199757379700769,0.06186817630408411,0.7151233319854428,0.0004043671653861706,0.000606550748079256,1.0,0.0
1508308,Viseu - PA,5.66,2.44,39.9,0.03,0.05,48.08,0.11772046589018303,0.05074875207986689,0.8298668885191348,0.0006239600665557404,0.0010399334442595675,1.0,0.0
1508357,Vitória do Xingu - PA,8.69,4.01,33.97,0.09,1.77,48.53000000000001,0.17906449618792494,0.08262930146301255,0.6999793941891612,0.0018545229754790848,0.036472285184422,0.9999999999999998,2.220446049250313e-16
1508407,Xinguara - PA,11.86,4.13,33.61,0.08,0.06,49.739999999999995,0.2384398874145557,0.08303176517893045,0.6757137112987536,0.0016083634901487738,0.0012062726176115804,1.0,0.0
