service_id,service_name,service_type,provider_source,municipality_code,municipality_name,address_public,latitude,longitude,capacity,capacity_type,capacity_source,reference_date,validation_status,redistribution_status,functional_records,service_ids,service_names
CREAS-15081595972,CREAS CESTO DE FLORES,creas,MDS/SAGI,150815.0,Uruará,GOIAS - 0,-3.719775286312679,-53.7368130683899,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15081595972,CREAS CESTO DE FLORES
CREAS-15082094054,CREAS,creas,MDS/SAGI,150820.0,Vigia,SANTANA DE MEDEIROS - 321,-0.8485984480530852,-48.13801288604737,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15082094054,CREAS
CREAS-15083094438,CREAS VISEU,creas,MDS/SAGI,150830.0,Viseu,CÔNEGO MIGUEL - 00,-1.2078165424596348,-46.13893032073975,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15083094438,CREAS VISEU
CREAS-15083598888,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADA DE ASSISTÊNCIA SOCIAL,creas,MDS/SAGI,150835.0,Vitória do Xingu,JOSINO VELASCO - 20,-2.893045072591228,-52.01567173004151,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15083598888,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADA DE ASSISTÊNCIA SOCIAL
CREAS-15084096606,CREAS XINGUARA,creas,MDS/SAGI,150840.0,Xinguara,XINGU - 0,-7.105066095723688,-49.947624206542976,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15084096606,CREAS XINGUARA
CREAS-11500101366,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,creas,MDS/SAGI,150010.0,Abaetetuba,SANTOS DUMONT - 653,-1.7217609364206723,-48.88443215320876,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11500101366,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL
CREAS-11500102869,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADO DE ATENDIMENTO À MULHER,creas,MDS/SAGI,150010.0,Abaetetuba,ESTRADA PA 409 - ESTRADA DE ACESSO À BEJA KM 01 SN - 0,-1.7332708651037725,-48.86147546741996,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11500102869,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADO DE ATENDIMENTO À MULHER
CREAS-11500201693,CREAS ACARA,creas,MDS/SAGI,150020.0,Acará,Marechal Deodoro da Fonseca - 80,-1.960591010367376,-48.19684982299805,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11500201693,CREAS ACARA
CREAS-11500303274,CREAS BEIJA FLOR,creas,MDS/SAGI,150030.0,Afuá,BENJAMIN CONSTANT - 227,-0.1606185120652617,-50.39100140333176,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11500303274,CREAS BEIJA FLOR
CREAS-11500503291,CREAS ISABELE,creas,MDS/SAGI,150050.0,Almeirim,SETE DE SETEMBRO - 1198,-1.5288278923536722,-52.57671475410462,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11500503291,CREAS ISABELE
CREAS-11500600316,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL,creas,MDS/SAGI,150060.0,Altamira,CURITIBA - 3075,-3.209696562423945,-52.22520589828492,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11500600316,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL
CREAS-11500800557,CREAS ANANIN,creas,MDS/SAGI,150080.0,Ananindeua,SN 17- Rua do Fio - 00,-1.370145605905124,-48.40648055076599,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11500800557,CREAS ANANIN
CREAS-11500953424,CREAS - LOIDE GARCIA DE LIMA,creas,MDS/SAGI,150095.0,Aurora do Pará,Rua São Pedro - 420,-2.13567233053564,-47.55576539046161,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11500953424,CREAS - LOIDE GARCIA DE LIMA
CREAS-11501301883,CREAS HENRICA DE NAZARÉ,creas,MDS/SAGI,150130.0,Barcarena,LAURIVAL CAMPOS CUNHA - 86,-1.5089436193480277,-48.623299598693855,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11501301883,CREAS HENRICA DE NAZARÉ
CREAS-11501402437,CREAS ROSANA CAMPOS,creas,MDS/SAGI,150140.0,Belém,SENADOR MANOEL BARATA - 318,-1.4539481148786444,-48.50055992606031,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11501402437,CREAS ROSANA CAMPOS
CREAS-11501402459,CREAS ILKA BRANDÃO BARBOSA,creas,MDS/SAGI,150140.0,Belém,Alcindo Cacela - 839,-1.443658875160063,-48.478342294693,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11501402459,CREAS ILKA BRANDÃO BARBOSA
CREAS-11501402959,CREAS MARCO - MANOEL PIGNATÁRIO,creas,MDS/SAGI,150140.0,Belém,Tavares Bastos - 447,-1.4094780871122106,-48.4450225532055,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11501402959,CREAS MARCO - MANOEL PIGNATÁRIO
CREAS-11501700553,CREAS - BRAGANÇA,creas,MDS/SAGI,150170.0,Bragança,TREZE DE MAIO - 725,-1.0584521220562504,-46.76515102386475,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11501700553,CREAS - BRAGANÇA
CREAS-11501783177,CREAS BREU BRANCO,creas,MDS/SAGI,150178.0,Breu Branco,SAO LUIS - 210,-3.73348405383855,-49.3712200987188,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11501783177,CREAS BREU BRANCO
CREAS-11501800239,CREAS MUNICIPAL,creas,MDS/SAGI,150180.0,Breves,LOURENÇO BORGES - 2223,-1.6855466480470296,-50.48094391822815,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11501800239,CREAS MUNICIPAL
CREAS-11501900191,CREAS RAIMUNDO ARAÚJO FERREIRA,creas,MDS/SAGI,150190.0,Bujaru,TV. GENERAL GURJÃO - 0,-1.5152821534103305,-48.04450464250294,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11501900191,CREAS RAIMUNDO ARAÚJO FERREIRA
CREAS-11501951754,CREAS CENTRO DE REFERENCIA ESPECIALIZADA DE ASSISTENCIA SOCIAL,creas,MDS/SAGI,150195.0,Cachoeira do Piriá,FERNANDO HENRIQUE - 0,-1.75831964772954,-46.54253840446473,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11501951754,CREAS CENTRO DE REFERENCIA ESPECIALIZADA DE ASSISTENCIA SOCIAL
CREAS-11502100288,CREAS - CENTRO DE REFERÊNCIA ESPECIALIZADA DE ASSISTÊNCIA SOCIAL,creas,MDS/SAGI,150210.0,Cametá,15 DE NOVEMBRO - 2711,-2.2429600291830902,-49.496922491525766,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11502100288,CREAS - CENTRO DE REFERÊNCIA ESPECIALIZADA DE ASSISTÊNCIA SOCIAL
CREAS-11502153494,CREAS CANAÃ DOS CARAJÁS,creas,MDS/SAGI,150215.0,Canaã Dos Carajás,MARACATIARA - 19,-6.539187993447443,-49.85046386718239,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11502153494,CREAS CANAÃ DOS CARAJÁS
CREAS-11502202765,CREAS CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,creas,MDS/SAGI,150220.0,Capanema,D. PEDRO II - 525,-1.1953201969028175,-47.17673063278199,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11502202765,CREAS CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL
CREAS-11502303470,CREAS - Luiza Saraiva de Souza,creas,MDS/SAGI,150230.0,Capitão Poço,JOÃO MOURA DA COSTA - 806,-1.7470632148377112,-47.06387400627137,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11502303470,CREAS - Luiza Saraiva de Souza
CREAS-11502401112,CREAS Centro de Referência Especializado de Assistência Social de Castanhal,creas,MDS/SAGI,150240.0,Castanhal,Gilberto Menezes - 00,-1.2959996247622103,-47.94397473313439,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11502401112,CREAS Centro de Referência Especializado de Assistência Social de Castanhal
CREAS-11502700508,CREAS DE CONC. DO ARAGUAIA,creas,MDS/SAGI,150270.0,Conceição do Araguaia,BENEDITO ROCHA - 2852,-8.265943530988803,-49.26627039916639,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11502700508,CREAS DE CONC. DO ARAGUAIA
CREAS-11502903344,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADO DA ASSISTÊNCIA SOCIAL,creas,MDS/SAGI,150290.0,Curuçá,DUQUE DE CAXIAS - 00,-0.7309089537486021,-47.84844160079957,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11502903344,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADO DA ASSISTÊNCIA SOCIAL
CREAS-11502931491,CREAS - CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL,creas,MDS/SAGI,150293.0,Dom Eliseu,CEARÁ - 682,-4.290692196424481,-47.55473288634676,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11502931491,CREAS - CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL
CREAS-11503093550,CREAS NOVO HORIZONTE,creas,MDS/SAGI,150309.0,Goianésia do Pará,BARÃO DO RIO BRANCO - 15,-3.843,-49.097,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11503093550,CREAS NOVO HORIZONTE
CREAS-11503302798,CREAS MORENINHA DO BAIXO TOCANTINS,creas,MDS/SAGI,150330.0,Igarapé-miri,Coronel Vitório - 40,-1.9804276198120825,-48.96237373352051,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11503302798,CREAS MORENINHA DO BAIXO TOCANTINS
CREAS-11503450395,CREAS Amigo da Criança,creas,MDS/SAGI,150345.0,Ipixuna do Pará,RUI BARBOSA - 137,-2.5590990541038234,-47.49551415436145,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11503450395,CREAS Amigo da Criança
CREAS-11503501472,CREAS LEONILIA NUNES LIMA DA SILVA TIA LULU,creas,MDS/SAGI,150350.0,Irituia,JOSÉ VIEIRA - 32,-1.7728185570985555,-47.44054555953996,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11503501472,CREAS LEONILIA NUNES LIMA DA SILVA TIA LULU
CREAS-11503602976,CREAS FLOR DO SOL,creas,MDS/SAGI,150360.0,Itaituba,Belém - 00,-4.2720620131837554,-55.98575413227082,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11503602976,CREAS FLOR DO SOL
CREAS-11503753055,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL DE JACAREACANGA,creas,MDS/SAGI,150375.0,Jacareacanga,Tenente Fernandes - 0,-6.226355431449834,-57.75851726531983,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11503753055,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL DE JACAREACANGA
CREAS-11503800747,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADA DE ASSISTÊNCIA SOCIAL,creas,MDS/SAGI,150380.0,Jacundá,JATOBAL - 116,-4.447885436832276,-49.114948511123664,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11503800747,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADA DE ASSISTÊNCIA SOCIAL
CREAS-11504050611,CREAS CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,creas,MDS/SAGI,150405.0,Mãe do Rio,ANTONIO SARAIVA RABELO - 528,-2.0464725438858995,-47.55374193191529,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11504050611,CREAS CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL
CREAS-11504202847,CREAS CARAJÁS,creas,MDS/SAGI,150420.0,Marabá,ESPIRITO SANTO - 285,-5.370767260010181,-49.12984013557435,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11504202847,CREAS CARAJÁS
CREAS-11504421447,CREAS MARITUBA,creas,MDS/SAGI,150442.0,Marituba,TRAVESSA SÃO MIGUEL - 60,-1.3691314248347577,-48.34066391005763,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11504421447,CREAS MARITUBA
CREAS-11504701023,CREAS / CENTRO DE REFERÊNCIA ESPECIALIZADO DA ASSISTÊNCIA SOCIAL,creas,MDS/SAGI,150470.0,Moju,JOSE AGOSTINHO DURÃO - 02,-1.8872685909355165,-48.76301050186158,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11504701023,CREAS / CENTRO DE REFERÊNCIA ESPECIALIZADO DA ASSISTÊNCIA SOCIAL
CREAS-11504901901,CREAS - Desembargador Dr. Paulo Frota,creas,MDS/SAGI,150490.0,Muaná,Bacabal - 0,-1.5294284932155702,-49.21950101852418,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11504901901,CREAS - Desembargador Dr. Paulo Frota
CREAS-11505062972,CREAS JANICLEIA BRANDÃO DE OLIVEIRA,creas,MDS/SAGI,150506.0,Novo Repartimento,ARAPONGAS - 11,-4.24825452638084,-49.94813919067384,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11505062972,CREAS JANICLEIA BRANDÃO DE OLIVEIRA
CREAS-11505102817,CREAS - CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,creas,MDS/SAGI,150510.0,Óbidos,Isaac de Paiva Soares - 0,-1.909272080609306,-55.5145812034607,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11505102817,CREAS - CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL
CREAS-11505300727,CREAS - CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,creas,MDS/SAGI,150530.0,Oriximiná,ANTONIO DE SOUZA BENTES - 25,-1.7706197877468033,-55.8668088912964,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11505300727,CREAS - CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL
CREAS-11505501695,CREAS - PARAGOMINAS,creas,MDS/SAGI,150550.0,Paragominas,Argentina - 35,-2.9884916742383365,-47.35362768173218,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11505501695,CREAS - PARAGOMINAS
CREAS-11505530567,CREAS - Centro de Referência Especializado de Assistência Social,creas,MDS/SAGI,150553.0,Parauapebas,11 - 201,-6.0735814083920285,-49.907400459051146,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11505530567,CREAS - Centro de Referência Especializado de Assistência Social
CREAS-11505803223,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL,creas,MDS/SAGI,150580.0,Portel,Augusto Montenegro - 1018,-1.936475810382496,-50.81966400146485,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11505803223,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL
CREAS-11506003493,CREAS Iluminar,creas,MDS/SAGI,150600.0,Prainha,Augusto Montenegro - S/N,-1.788013569037576,-53.48451375961304,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11506003493,CREAS Iluminar
CREAS-11506130294,CREAS REDENÇÃO,creas,MDS/SAGI,150613.0,Redenção,ARAGUAIA - 1,-8.044782260092097,-50.01718997955323,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11506130294,CREAS REDENÇÃO
CREAS-11506500036,CREAS - ACOLHER E FORTALECER,creas,MDS/SAGI,150650.0,Santa Isabel do Pará,TRAVESSA SANTA IZABEL - 1030,-1.3001375092222394,-48.160870671272285,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11506500036,CREAS - ACOLHER E FORTALECER
CREAS-11506603269,CREAS - CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,creas,MDS/SAGI,150660.0,Santa Maria do Pará,SÃO SEBASTIÃO - 0,-1.3474175951873832,-47.58007049560548,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11506603269,CREAS - CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL
CREAS-11506801932,CREAS Municipal,creas,MDS/SAGI,150680.0,Santarém,SILVA JARDIM - 460,-2.4227511666704946,-54.72189563470239,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11506801932,CREAS Municipal
CREAS-11507203445,CREAS - CENTRO DE REFERENCIA ESPECIALIZADA DE ASSISTENCIA SOCIAL,creas,MDS/SAGI,150720.0,São Domingos do Capim,Rua Antonio Correa de Melo SN - 0,-1.7092255233420772,-47.77798533439636,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11507203445,CREAS - CENTRO DE REFERENCIA ESPECIALIZADA DE ASSISTENCIA SOCIAL
CREAS-11507302086,CREAS - Centro de Referência Especializado da Assistência Social / Estelita p.de Sousa,creas,MDS/SAGI,150730.0,São Félix do Xingu,MARANHÃO - 00,-6.633792733126048,-51.97937822355016,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11507302086,CREAS - Centro de Referência Especializado da Assistência Social / Estelita p.de Sousa
CREAS-11507452917,CREAS Centro de Referência Especializado de Assistência Social,creas,MDS/SAGI,150745.0,São Geraldo do Araguaia,ANTONIO NONATO PEDROSA - 34,-6.386996470939339,-48.56227397918701,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11507452917,CREAS Centro de Referência Especializado de Assistência Social
CREAS-11507601421,CREAS SULA DA SILVA DOS SANTOS,creas,MDS/SAGI,150760.0,São Miguel do Guamá,PIO XII - 00,-1.6199671127799986,-47.47726678848267,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11507601421,CREAS SULA DA SILVA DOS SANTOS
CREAS-11507951254,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADA DE ASSISTÊNCIA SOCIAL,creas,MDS/SAGI,150795.0,Tailândia,MONTE ALEGRE - 03,-2.907424728737902,-48.736681938171394,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11507951254,CREAS CENTRO DE REFERÊNCIA ESPECIALIZADA DE ASSISTÊNCIA SOCIAL
CREAS-11508033446,CREAS TRACUATEUA,creas,MDS/SAGI,150803.0,Tracuateua,DO SOSSEGO - 126,-1.0788280014461915,-46.90383195877075,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11508033446,CREAS TRACUATEUA
CREAS-11508101739,CREAS CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,creas,MDS/SAGI,150810.0,Tucuruí,"DOM CORNELIO VERMANS, S//N? - 0",-3.765960167461407,-49.67040121537139,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11508101739,CREAS CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL
CREAS-11508120205,CREAS - CENTRO DE REFERÊNCIA ESPECIALIZADA DA ASSISTÊNCIA SOCIAL,creas,MDS/SAGI,150812.0,Ulianópolis,PIAUI - 221,-3.749902110952864,-47.499421834945686,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-11508120205,CREAS - CENTRO DE REFERÊNCIA ESPECIALIZADA DA ASSISTÊNCIA SOCIAL
DEAM-BELEM,Delegacia Especializada de Atendimento à Mulher - Belém,specialized_security,PCPA/SEGUP,,Belém,"Travessa Mauriti, 2394, Marco, Belém - PA",-1.43398,-48.463447,,,,,function_validated_from_official_state_sources,,1,DEAM-BELEM,Delegacia Especializada de Atendimento à Mulher - Belém
DEAM-ICOARACI,Delegacia Especializada de Atendimento à Mulher - Icoaraci,specialized_security,PCPA/SEGUP,,Belém,"Rua 8 de Maio, 68, Campina, Icoaraci, Belém - PA",-1.29116,-48.470751,,,,,function_validated_from_official_state_sources,,1,DEAM-ICOARACI,Delegacia Especializada de Atendimento à Mulher - Icoaraci
DEAM-ANANINDEUA,Delegacia Especializada de Atendimento à Mulher - Ananindeua,specialized_security,PCPA/SEGUP,,Ananindeua,"Casa da Mulher Brasileira, Av. Claude Saunders, 28, Maguari, Ananindeua - PA, CEP 67145-200",-1.3653,-48.3752,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-ANANINDEUA,Delegacia Especializada de Atendimento à Mulher - Ananindeua
DEAM-ABAETETUBA,Delegacia Especializada de Atendimento à Mulher - Abaetetuba,specialized_security,PCPA/SEGUP,,Abaetetuba,"Rua Sete de Setembro, s/n, Centro, Abaetetuba - PA",-1.7225,-48.8831,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-ABAETETUBA,Delegacia Especializada de Atendimento à Mulher - Abaetetuba
DEAM-ALTAMIRA,Delegacia Especializada de Atendimento à Mulher - Altamira,specialized_security,PCPA/SEGUP,,Altamira,"Rua Curitiba, 2973, Jardim Uirapuru, Altamira - PA",-3.2128,-52.2289,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-ALTAMIRA,Delegacia Especializada de Atendimento à Mulher - Altamira
DEAM-BARCARENA,Delegacia Especializada de Atendimento à Mulher - Barcarena,specialized_security,PCPA/SEGUP,,Barcarena,"Avenida Cronge da Silveira, s/n, Barcarena - PA",-1.5074,-48.6212,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-BARCARENA,Delegacia Especializada de Atendimento à Mulher - Barcarena
DEAM-BRAGANCA,Delegacia Especializada de Atendimento à Mulher - Bragança,specialized_security,PCPA/SEGUP,,Bragança,"Rua 2 de Outubro, 50, Centro, Bragança - PA",-1.0543,-46.7686,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-BRAGANCA,Delegacia Especializada de Atendimento à Mulher - Bragança
DEAM-BREVES,Delegacia Especializada de Atendimento à Mulher - Breves,specialized_security,PCPA/SEGUP,,Breves,"Rua Ângelo Fernandes, s/n, Aeroporto, Breves - PA",-1.6811,-50.4789,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-BREVES,Delegacia Especializada de Atendimento à Mulher - Breves
DEAM-CAPANEMA,Delegacia Especializada de Atendimento à Mulher - Capanema,specialized_security,PCPA/SEGUP,,Capanema,"Avenida João Paulo II, 1660, Tancredo Neves, Capanema - PA",-1.1963,-47.1812,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-CAPANEMA,Delegacia Especializada de Atendimento à Mulher - Capanema
DEAM-CAMETA,Delegacia Especializada de Atendimento à Mulher - Cametá,specialized_security,PCPA/SEGUP,,Cametá,"Travessa Benjamim Constant, 438, Matinha, Cametá - PA",-2.2415,-49.4972,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-CAMETA,Delegacia Especializada de Atendimento à Mulher - Cametá
DEAM-CANAA-DOS-CARAJAS,Delegacia Especializada de Atendimento à Mulher - Canaã dos Carajás,specialized_security,PCPA/SEGUP,,Canaã dos Carajás,"Complexo da Polícia Civil, Avenida Weyne Cavalcante, Jardim das Palmeiras, Canaã dos Carajás - PA",-6.4965,-49.8781,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-CANAA-DOS-CARAJAS,Delegacia Especializada de Atendimento à Mulher - Canaã dos Carajás
DEAM-CASTANHAL,Delegacia Especializada de Atendimento à Mulher - Castanhal,specialized_security,PCPA/SEGUP,,Castanhal,"Rua 1º de Maio, 1376, Centro, Castanhal - PA",-1.2931,-47.9258,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-CASTANHAL,Delegacia Especializada de Atendimento à Mulher - Castanhal
DEAM-ITAITUBA,Delegacia Especializada de Atendimento à Mulher - Itaituba,specialized_security,PCPA/SEGUP,,Itaituba,"Primeira Rua do Bairro da Floresta, s/n, Itaituba - PA, CEP 68180-010",-4.2758,-55.9867,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-ITAITUBA,Delegacia Especializada de Atendimento à Mulher - Itaituba
DEAM-MARABA,Delegacia Especializada de Atendimento à Mulher - Marabá,specialized_security,PCPA/SEGUP,,Marabá,"Avenida Espírito Santo, 298, Amapá, Marabá - PA",-5.3341,-49.1178,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-MARABA,Delegacia Especializada de Atendimento à Mulher - Marabá
DEAM-PARAGOMINAS,Delegacia Especializada de Atendimento à Mulher - Paragominas,specialized_security,PCPA/SEGUP,,Paragominas,"Avenida Industrial, s/n, Bela Vista, Paragominas - PA",-2.9972,-47.3519,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-PARAGOMINAS,Delegacia Especializada de Atendimento à Mulher - Paragominas
DEAM-PARAUAPEBAS,Delegacia Especializada de Atendimento à Mulher - Parauapebas,specialized_security,PCPA/SEGUP,,Parauapebas,"Avenida J, Quadra 24, Lote 108, Jardim Canadá, Parauapebas - PA",-6.0689,-49.9015,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-PARAUAPEBAS,Delegacia Especializada de Atendimento à Mulher - Parauapebas
DEAM-REDENCAO,Delegacia Especializada de Atendimento à Mulher - Redenção,specialized_security,PCPA/SEGUP,,Redenção,"Complexo da Polícia Civil, Setor Buriti III, Redenção - PA",-8.0315,-50.0382,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-REDENCAO,Delegacia Especializada de Atendimento à Mulher - Redenção
DEAM-SAO-FELIX-DO-XINGU,Delegacia Especializada de Atendimento à Mulher - São Félix do Xingu,specialized_security,PCPA/SEGUP,,São Félix do Xingu,"Avenida Antônio Marques Ribeiro, esquina com Travessa Antônio Nunes, s/n, São Félix do Xingu - PA",-6.6432,-51.9921,,,,,function_validated_from_official_state_sources|manual_operational_coordinates_accepted_2026-08-21,,1,DEAM-SAO-FELIX-DO-XINGU,Delegacia Especializada de Atendimento à Mulher - São Félix do Xingu
